first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Matthew,Sutton,7/30/1983,Female,152-87-4003,"2663 Baker Plaza, Port Paulfurt, KS 33258",Nevada,77497,125649.99,502,Unemployed,36818.34,Home Loan,Running,2,1
Lori,Dixon,9/5/2003,Male,042-54-1373,"PSC 2208, Box 7971, APO AP 46768",New York,3148,49682.94,617,Self-employed,90592.29,Home Loan,Completed,4,0
Christopher,Chambers,6/21/1971,Male,313-90-4516,"1851 Denise Course, Ellistown, ND 96265",Hawaii,67791,165566.33,334,Self-employed,81221.76,Personal Loan,Completed,3,1
Caitlin,Williams,11/3/1986,Male,238-16-0392,"0049 Holly Pike, Maysmouth, WV 61505",Massachusetts,68019,173907.61,811,Employed,69279.42,Auto Loan,Completed,3,0
Joseph,Morris,11/14/1989,Male,373-57-0019,"963 Rebecca Lodge Suite 005, Port Robertland, TN 65440",Vermont,38613,83225.69,666,Employed,75637.47,Home Loan,Running,2,0
Patricia,Salazar,5/30/2000,Male,426-49-0820,"PSC 8580, Box 7718, APO AA 58404",Mississippi,81112,154375.1,466,Self-employed,13804.56,Auto Loan,Running,2,1
Amanda,Bowman,8/17/1974,Male,369-75-0323,"418 Robert Glens, Wilkersonport, TN 52346",Idaho,17986,64491.49,530,Retired,23047.36,Auto Loan,Running,1,1
Charles,Mcdaniel,10/2/1994,Female,170-91-4987,"88041 Timothy Junction, Whitetown, WI 41087",Montana,47511,89586.06,541,Retired,91659.39,Home Loan,Completed,3,1
Chad,Anderson,2/28/1976,Male,291-96-3463,"1513 Caleb Squares Suite 499, New Douglasberg, DC 40243",Alabama,30809,187153.47,673,Self-employed,16957.95,Auto Loan,Running,3,0
Tanya,Montoya,12/21/1980,Male,149-72-1935,"229 Brady Tunnel, Brandonmouth, SD 91494",Kentucky,77850,179891.8,553,Employed,84663.13,Auto Loan,Completed,1,1
Ashley,Griffin,5/13/2001,Male,168-87-2657,"00517 Wolf Summit Suite 454, Lake Michelle, NM 69245",North Dakota,83529,91833.73,425,Unemployed,54067.63,Credit Card Loan,Completed,1,1
Alison,Taylor,2/27/1994,Male,514-97-6688,"PSC 6962, Box 3945, APO AP 82750",Kentucky,46866,141673.37,611,Retired,91397.33,Education Loan,Completed,1,0
Sheri,Barnes,4/2/1983,Male,195-37-5849,"46613 West Bypass, New Melanie, DC 19537",Maine,49942,170880.26,682,Student,99048.3,Education Loan,Running,3,0
Jamie,Gomez,2/11/1966,Female,507-33-9419,"0521 Elizabeth Extensions Suite 002, Tylerbury, NE 63932",New Mexico,92790,132773.73,645,Employed,66626.57,Auto Loan,Running,1,0
Seth,Williams,9/14/1973,Female,597-78-0160,"7810 Chavez Ford Apt. 939, Lake Deborahberg, AL 76581",Oregon,61770,185701.26,650,Self-employed,18534.34,Home Loan,Completed,2,0
Elizabeth,Ware,3/10/1993,Male,483-83-9973,"7758 Farmer Mount Suite 344, Davidside, WI 23086",Maryland,19091,113602.08,475,Unemployed,37157.3,Education Loan,Running,5,1
Lori,Phillips,7/12/1955,Male,647-22-8620,"4082 Stacy Row, Cunninghammouth, ME 75551",Arizona,23601,87607.79,793,Self-employed,23819.06,Auto Loan,Completed,0,0
Jennifer,Black,11/24/1996,Male,894-40-7665,"008 Rebecca Camp Suite 843, South Jon, FL 92113",Illinois,65373,160677.2,440,Student,27513.19,Credit Card Loan,Running,2,1
Brian,Parsons,8/23/2003,Male,353-25-6358,"491 James Ports, West Robertburgh, MN 89180",Massachusetts,29338,192214.05,311,Retired,17638.18,Auto Loan,Running,3,1
Lisa,Ramirez,4/5/1977,Male,616-43-5546,"608 Garner Flat Suite 683, South Randy, CO 83088",New Mexico,47445,189617.01,748,Retired,12793.12,Personal Loan,Running,1,0
Luis,Suarez,2/18/1998,Male,793-88-6681,"94316 Lopez Turnpike Suite 692, Shelbymouth, ME 26662",Oregon,81837,97177.43,697,Retired,94106.86,Credit Card Loan,Running,0,0
Lisa,Burnett,12/12/1959,Female,539-28-7863,"3149 Brandon Union, North Destiny, NE 60975",Nevada,65433,92129.68,462,Retired,28904.5,Education Loan,Completed,1,1
Phyllis,Gould,10/21/1986,Female,726-86-1371,"2951 Malone Path Suite 459, South Kurt, WV 06396",New Jersey,82215,145679.65,404,Employed,36912.32,Credit Card Loan,Running,5,1
Patrick,Martin,2/16/1982,Female,682-37-2841,"46304 Shaw Keys, Port Josephborough, CO 52038",Hawaii,25613,77582.87,303,Unemployed,9473.37,Education Loan,Completed,2,1
Lisa,Olson,12/15/1976,Female,548-38-0071,"0325 Molly Avenue Apt. 049, Bakershire, ND 34913",Tennessee,57883,197424.59,397,Unemployed,71957.98,Auto Loan,Completed,1,1
Sharon,Jordan,5/3/2001,Female,212-73-8891,"0053 Sharon Parkways Apt. 173, Fernandezchester, KY 66746",Oregon,43356,176106.49,705,Retired,42210.45,Auto Loan,Running,0,0
Cody,Thomas,4/30/1955,Female,798-21-1988,"Unit 1834 Box 9473, DPO AE 67363",Virginia,22479,175940.13,811,Self-employed,38984.81,Credit Card Loan,Running,5,0
Jonathan,Compton,7/2/1996,Male,427-12-3893,"5704 Norton Ports Apt. 229, East Roy, AZ 44438",Oregon,23872,36965.46,379,Self-employed,60454.22,Personal Loan,Running,2,1
John,Brooks,1/5/1996,Male,763-56-9475,"0473 Jason Curve Suite 539, Laurenmouth, AR 32098",Nebraska,57811,72993.2,665,Retired,99312.31,Education Loan,Completed,4,0
Nicholas,Rhodes,2/22/1990,Female,754-51-6535,"Unit 1397 Box 4849, DPO AE 54069",Virginia,54914,36965.47,552,Employed,9489.23,Credit Card Loan,Running,4,1
Megan,Flores,11/9/2002,Male,024-47-6765,"6761 Austin Squares, Kristinaborough, WY 04783",Mississippi,57595,151241.51,308,Employed,57472.4,Home Loan,Completed,0,1
William,Beard,12/15/1957,Male,859-43-5736,"Unit 7786 Box 3012, DPO AA 38756",Idaho,53663,177748.33,427,Self-employed,72752.55,Home Loan,Completed,1,1
Brenda,Yates,8/29/1967,Female,762-92-2320,"455 Snyder Summit, North Vanessaport, DE 45097",New York,88887,129662.24,656,Employed,15252.41,Personal Loan,Running,3,1
Kevin,Diaz,6/19/1994,Male,043-44-3054,"517 Beck Cliff, East Courtney, AR 08294",New Hampshire,9492,63439.36,429,Retired,44799.05,Home Loan,Running,5,1
Thomas,Little,10/24/1964,Male,451-02-2825,"513 Michael Lane Suite 991, Thompsonmouth, DE 58841",Arkansas,94063,30990.88,797,Student,76985.7,Home Loan,Running,5,0
Rebecca,Carey,1/11/1983,Female,023-16-5994,"231 Johnson Village, Allenfort, UT 44524",Colorado,3439,154277.75,305,Employed,87288.9,Home Loan,Completed,4,1
Deanna,Weaver,1/10/1967,Male,105-67-8302,"57808 Martinez Turnpike, Phillipbury, IN 01728",Colorado,49917,188167.98,777,Student,60535.08,Education Loan,Running,5,0
Donald,Glass,9/9/1954,Male,701-52-3836,"969 Hinton Manors, Nicholasberg, AR 65648",Indiana,70625,153112.07,522,Retired,99943.53,Home Loan,Completed,5,1
Jack,Kerr,8/2/1967,Male,860-03-8974,"657 Cain Lights Apt. 885, Wilsonmouth, MA 93296",Maryland,75833,159552.67,574,Unemployed,16472.7,Home Loan,Completed,5,1
Douglas,Garcia,5/14/1986,Male,231-30-2828,"92513 Theresa Gateway Apt. 943, Martinberg, DC 96618",Ohio,18177,178232.1,526,Student,64340.26,Education Loan,Completed,2,1
David,Harris,9/21/1995,Female,827-40-1797,"1893 Edwards Plain, West Julie, IL 29201",Texas,45541,55940.48,844,Self-employed,64153.94,Home Loan,Running,3,0
Beth,Gonzalez,7/31/1960,Male,270-56-1124,"22976 Lisa Light Apt. 317, Cynthiashire, MN 59061",Texas,84249,167112.44,562,Self-employed,34849.52,Credit Card Loan,Running,2,1
Kristopher,Collins,10/30/2001,Female,542-12-2957,"01162 Michelle Dam Apt. 322, East Jamesmouth, SD 58723",Connecticut,85450,179360.77,535,Student,35837.84,Credit Card Loan,Completed,2,1
Thomas,Cooper,4/16/1970,Male,834-63-8285,"3529 Jeffrey Summit, Alvaradoberg, FL 32373",New Mexico,28169,180662.11,546,Employed,76231.32,Personal Loan,Completed,0,1
Derek,Murphy,4/18/1970,Male,163-14-9167,"6909 Phyllis Road Apt. 782, West Meganport, MI 49568",Washington,79292,174432.46,576,Student,53223.66,Personal Loan,Running,1,1
Tina,Green,3/29/1971,Male,674-67-0392,"Unit 9802 Box 5755, DPO AA 89759",Texas,35586,20891.95,649,Employed,87092.26,Education Loan,Running,5,1
Christopher,Leblanc,7/24/1979,Male,187-59-9015,"0584 Kendra Squares, West Jason, HI 25605",South Dakota,18915,39695.71,412,Self-employed,26119.29,Education Loan,Completed,0,1
Paul,Knox,6/5/1981,Female,452-17-0947,"6782 Scott Squares, Port Natasha, AL 30079",Maine,89097,72427.8,659,Student,26002.57,Home Loan,Running,2,0
Gene,Gonzalez,3/6/1988,Male,850-71-3127,"0060 Hall Glen, Hectormouth, NV 97676",Michigan,73497,124394.48,545,Self-employed,29088.93,Home Loan,Completed,5,1
Kara,Carpenter,12/13/1979,Female,712-56-1043,"973 Briana Wells Apt. 055, Yolandashire, MT 24150",Delaware,28432,80501.05,767,Employed,65862.89,Education Loan,Completed,1,0
Jill,Harris,7/10/1958,Female,747-68-7000,"40149 Lane Circles Apt. 829, Oscarport, AZ 63861",Idaho,72718,47882.06,446,Employed,95865.99,Personal Loan,Completed,4,1
Alexandra,Rose,8/3/1999,Male,748-74-8500,"26168 Richardson Summit, Jessicaville, AL 45024",Alaska,35146,123940.51,799,Unemployed,99465.38,Home Loan,Completed,1,1
Jennifer,Rhodes,2/15/1990,Male,178-14-4955,"348 Wiggins Shoal Suite 081, Allenmouth, CT 86111",Texas,27459,198747.29,676,Unemployed,18077.36,Education Loan,Running,1,1
Courtney,Smith,12/24/1959,Male,217-27-2259,"7999 Rice Plains, Henryport, MS 45677",Alaska,30297,166306.24,685,Unemployed,26301.75,Personal Loan,Running,1,1
Alexis,Jones,7/31/1962,Female,623-94-8772,"5221 Carl Ville, Lake Steven, WV 03918",New Jersey,96609,142502.62,565,Retired,71640.55,Home Loan,Running,0,1
Curtis,Cannon,4/21/1995,Male,060-73-1801,"14424 Courtney Shoal, New Susanfort, IN 24799",Idaho,64706,77995.9,587,Employed,91097.49,Home Loan,Running,2,0
Madison,Dickson,5/12/1990,Female,464-77-7373,"2589 Hudson Radial Suite 628, Port Phillipton, NH 08644",Iowa,22875,133494.91,668,Student,87143.64,Personal Loan,Completed,3,0
Christopher,Brown,1/15/1988,Female,722-66-4734,"029 Lindsey Circles, Hallmouth, MI 63722",Michigan,58052,198162.61,452,Unemployed,24301.6,Auto Loan,Completed,1,1
John,Haley,9/21/1988,Female,875-58-8440,"8520 Gordon Estates, Estradamouth, NJ 82148",Delaware,96378,180255.83,383,Retired,59308.26,Personal Loan,Running,3,1
Kimberly,Gutierrez,7/13/1962,Female,363-36-8027,"USCGC Young, FPO AE 44094",Virginia,17700,98458.68,491,Student,53870.73,Personal Loan,Running,3,1
Monica,Rivera,11/17/1962,Female,204-59-4441,"24769 Amanda Well, Port Rachelchester, UT 25974",New Jersey,83194,142136.9,307,Self-employed,57320.17,Home Loan,Running,4,1
Pamela,Hansen,10/11/1958,Male,677-58-7703,"32314 Flores Cliff, Johnsonfurt, NM 91270",Arkansas,1383,100946.38,718,Self-employed,56370.47,Credit Card Loan,Completed,2,0
Kirk,Hernandez,8/3/1993,Female,205-18-1794,"0293 Maddox Village, South Franciscoberg, ME 33372",Missouri,70828,157510.22,382,Unemployed,82392.25,Education Loan,Completed,3,1
Brent,Goodwin,10/31/2000,Female,182-81-0534,"91858 Mayo Landing Apt. 986, Martinton, GA 52395",Colorado,62476,106289.23,498,Employed,91082.85,Auto Loan,Completed,2,1
Patrick,Reyes,7/8/1974,Female,129-25-3558,"786 Young Lodge Suite 955, Amandamouth, AK 99924",California,58752,104948.33,665,Retired,25962.3,Home Loan,Completed,4,0
Stacey,Rice,3/7/2000,Male,480-81-6198,"709 Freeman Garden, Williamsstad, CA 62580",South Dakota,55377,101075.81,730,Employed,38484.79,Home Loan,Running,2,1
Pamela,Lewis,5/8/1957,Male,757-22-4468,"069 Baxter Fall, Beckymouth, SD 36688",Vermont,68602,173335.63,352,Student,24659.79,Education Loan,Running,3,1
Daniel,Bates,2/13/1962,Male,592-78-4508,"39749 Cunningham Vista Suite 799, West Stephen, MI 35671",Oklahoma,75598,157427.58,778,Unemployed,13186.42,Credit Card Loan,Completed,0,1
Ebony,Martinez,9/3/1996,Female,790-26-0301,"1065 Reynolds Ramp Suite 849, Richardsonburgh, NC 23804",Kansas,94574,80691.28,462,Employed,93577.14,Education Loan,Completed,1,1
Carmen,Gross,11/23/1998,Male,832-81-8796,"572 Rose Loop, Lake Michaelmouth, MI 55982",Texas,55255,78359.9,433,Student,60370.4,Education Loan,Running,4,1
Kathryn,Williams,12/22/1956,Male,217-55-1137,"5087 Jack Rue Apt. 083, Meyerborough, ND 04050",New Mexico,8252,79022.73,335,Self-employed,72462.9,Auto Loan,Running,2,1
Traci,Hickman,10/31/1983,Female,663-28-9663,"95581 Amy Club Suite 399, Port Williamton, MN 53705",New York,69627,74925.94,337,Retired,9438.59,Education Loan,Completed,0,1
Angie,Castillo,7/25/1982,Female,138-91-6479,"0024 Morris Way, East Lauraton, UT 97767",Delaware,84599,181521.09,354,Retired,70795.18,Auto Loan,Completed,2,1
Andrew,Eaton,10/2/1986,Male,860-61-9640,"USS Skinner, FPO AA 14349",Arizona,61360,149655.02,533,Unemployed,60288,Home Loan,Running,0,1
Joseph,Davidson,11/27/1999,Female,837-70-7608,"732 Schaefer Lane Suite 737, East Benjaminland, WV 83567",Ohio,19382,107378.92,431,Student,37563.79,Credit Card Loan,Completed,0,1
Teresa,Ross,3/12/1979,Female,002-31-4631,"8105 Timothy Mission, Mayoview, SC 63912",Indiana,27889,160016.77,342,Retired,13263.55,Home Loan,Running,2,1
Rebekah,Smith,7/31/1991,Female,525-09-6190,"251 Carrie Mission Apt. 323, South Cynthiabury, MO 97688",North Dakota,73028,121316.65,541,Student,55714.05,Education Loan,Running,3,1
Tracy,Hill,11/7/1955,Female,053-88-5383,"27452 Garcia Overpass Suite 523, West Chloeville, UT 56539",North Carolina,31791,155145.89,441,Retired,79522.59,Credit Card Loan,Running,3,1
Stephanie,King,6/4/1970,Female,738-19-7010,"15458 Lisa Route, Taylorview, ME 98047",Indiana,20383,170297.27,458,Employed,98358.36,Personal Loan,Running,2,1
Katherine,Carlson,10/10/1975,Female,660-19-4370,"4265 Martin Courts Suite 579, Randallmouth, MN 90779",Oklahoma,63644,70486.39,826,Student,13431.99,Education Loan,Completed,2,0
Devin,Valdez,4/23/1974,Male,043-85-8983,"72635 Bullock Lodge Suite 884, Saunderston, WA 24400",South Carolina,67066,148822.41,736,Retired,72858.79,Credit Card Loan,Completed,2,0
Tracy,White,12/24/1970,Female,491-85-0022,"803 Walsh Creek Apt. 135, Victorland, WA 09761",Tennessee,17172,178737.2,401,Retired,43679.06,Education Loan,Running,4,1
Cynthia,Hopkins,6/29/1974,Male,228-70-1706,"986 Montoya Mill, Port Stephaniechester, WY 68429",Virginia,85589,35731.45,608,Retired,99410.38,Personal Loan,Completed,3,1
Robert,Lozano,2/29/2004,Female,130-15-1577,"12345 Jason Plaza Suite 297, Jacobsland, OR 88269",Rhode Island,34476,20099.48,646,Student,41449.41,Education Loan,Completed,1,1
Zachary,Snow,8/6/1990,Female,780-42-0035,"453 Mackenzie Junction, Wilsonshire, KS 51589",Idaho,87953,164594.71,415,Employed,72275.75,Auto Loan,Running,1,1
Mary,Collins,12/18/1982,Male,620-94-4627,"59368 Jon Ridges, West Edward, VT 88002",Oklahoma,31251,135480.74,722,Student,10412.33,Auto Loan,Running,1,0
Michael,Harris,12/6/1966,Male,254-35-5908,"071 Brock Glen, Hardyfurt, ME 76570",Georgia,85853,59337.98,511,Employed,39189.14,Home Loan,Running,1,1
Wanda,Ross,10/2/1955,Male,843-56-6086,"8779 Jason Underpass Apt. 973, Leeborough, KS 94884",Mississippi,52212,42537.57,720,Student,97741.56,Auto Loan,Running,5,0
Kyle,Davies,4/27/1968,Female,038-14-8983,"130 David Corners Apt. 840, Louiston, MA 59547",Missouri,35813,68010.99,783,Unemployed,26850.19,Education Loan,Running,5,1
Robert,Daniels,10/28/1980,Male,255-38-3296,"12134 Kimberly Fall Apt. 528, Hartfort, NM 20000",Utah,1004,29707.3,772,Student,7360.39,Home Loan,Running,1,1
Laura,Maddox,10/8/1962,Male,022-36-2693,"43116 Carol Glen, Amandaborough, NV 97141",Maryland,25611,46783.06,613,Retired,94057.59,Education Loan,Running,0,0
Joel,Parker,9/21/1979,Female,530-46-7424,"21071 Norman Plain Suite 695, Kemphaven, PA 89173",North Dakota,1328,188734.82,619,Employed,61729.92,Home Loan,Completed,1,0
Jeremy,Taylor,12/14/2003,Male,229-38-4416,"146 Lauren Flat, Thomasview, OR 71648",New Jersey,18342,47454.12,598,Self-employed,51236.21,Home Loan,Completed,5,1
Brooke,Harrison,3/17/1957,Male,384-87-7367,"Unit 0247 Box 1535, DPO AA 88775",New Hampshire,72967,140535.21,424,Self-employed,18346.7,Auto Loan,Completed,5,1
Isabel,Mckinney,7/3/1991,Female,522-52-1498,"3534 Coleman Mews Apt. 616, Ponceland, IN 43524",Mississippi,65531,99328.76,491,Unemployed,7133.33,Credit Card Loan,Completed,1,1
Stanley,Hodges,12/5/1984,Male,733-99-9891,"293 Smith Harbors Apt. 425, Troyside, SC 85844",Texas,28363,34743.49,715,Employed,67129.32,Credit Card Loan,Completed,2,0
Rebecca,Sanchez,3/3/1976,Female,755-81-3014,"674 Lisa Vista, Williamsfurt, TN 68218",New Mexico,33677,84950.11,451,Self-employed,80104.18,Auto Loan,Completed,2,1
Danielle,Sanders,11/17/1998,Male,337-97-1437,"6808 Shaw Trail, West Courtney, MT 65223",Delaware,59047,154346.03,461,Unemployed,85501.66,Credit Card Loan,Running,2,1
James,Porter,9/29/1964,Female,252-84-2204,"47942 Ashley Divide, New Ryan, UT 06487",Tennessee,14806,83480.43,658,Self-employed,62145.43,Education Loan,Completed,0,0
Mario,Newman,11/6/1990,Male,877-15-0250,"172 Allen Flats Suite 932, East Taylorchester, NE 16356",Arizona,59204,21061.44,654,Retired,13700.54,Education Loan,Completed,4,1
Jennifer,Martinez,1/1/1977,Male,477-39-3347,"075 Bruce Tunnel, East Timothy, GA 61388",North Dakota,27719,87457.9,478,Unemployed,34118.55,Credit Card Loan,Running,5,1
Christina,Jimenez,8/9/1985,Male,397-41-1335,"188 Tiffany Point, West Tara, WY 91779",Michigan,80547,186615.25,736,Employed,84192.35,Auto Loan,Running,5,1
Ian,Martin,10/13/2002,Male,295-88-4223,"3368 Keith Trail Apt. 657, Laurenville, OK 96292",Colorado,79154,91837.57,535,Student,52368.1,Personal Loan,Running,3,1
Fred,Olson,10/31/1977,Male,094-04-7151,"261 Hudson Plains Suite 689, New Alexander, RI 77798",South Dakota,20151,84289.67,796,Self-employed,89733.2,Auto Loan,Completed,0,0
Juan,Norton,7/15/1968,Male,752-66-4798,"819 Sweeney Mission, West Jessicabury, OR 13120",Arizona,22776,36541.13,416,Self-employed,32395.03,Auto Loan,Running,3,1
Melvin,Burke,2/27/1983,Female,785-51-3043,"36258 Joyce Rapid Suite 652, North Gerald, NY 98682",Minnesota,32614,61456.21,808,Retired,70397.98,Education Loan,Completed,3,0
Noah,Warren,10/5/1974,Male,236-36-4721,"62083 Thompson Streets Suite 715, Ronaldland, MI 53581",Idaho,50090,193356.06,618,Employed,54556.47,Education Loan,Completed,2,1
Calvin,Cuevas,8/2/1997,Female,216-14-0226,"70736 Clark Trafficway Apt. 546, Patrickview, KY 78276",Kentucky,69087,105249.39,302,Student,32698.61,Credit Card Loan,Running,1,1
Heather,Navarro,9/14/1968,Female,068-50-8968,"21004 Deborah Via, Justinton, TN 06185",Idaho,16764,156757.39,513,Student,86003.01,Credit Card Loan,Running,4,1
James,Bailey,7/6/1997,Male,707-70-8458,"5955 Christopher Viaduct, Butlermouth, SC 25474",Florida,74676,120512.68,789,Unemployed,64685.43,Education Loan,Completed,0,1
Timothy,Hansen,1/19/1958,Female,815-86-3514,"822 Philip Highway Suite 890, Ramostown, TX 07681",Arizona,88587,68211.43,740,Unemployed,96834.24,Auto Loan,Running,1,1
Andrea,Jennings,11/21/1960,Male,143-43-8468,"USNS Taylor, FPO AA 78674",Maine,83784,119127.28,684,Unemployed,72143.64,Credit Card Loan,Running,5,1
Kyle,Choi,4/26/1958,Female,806-48-4613,"PSC 3869, Box 1250, APO AA 44250",Wyoming,16488,109152.95,350,Retired,20678.21,Home Loan,Completed,2,1
Andrew,Beltran,2/21/1958,Female,600-51-8241,"9646 Gina Neck Apt. 697, Briantown, WV 75936",Connecticut,58645,146868.16,656,Unemployed,55202.58,Education Loan,Running,0,1
Elizabeth,Simmons,6/12/1997,Female,315-68-5282,"127 Todd Mountains, New Danielview, NV 74440",New Hampshire,84760,131785.27,385,Unemployed,7120.37,Auto Loan,Running,4,1
Brian,Rodriguez,1/31/1962,Male,024-12-1901,"839 Jared Bypass, Lake Kimberly, WA 92014",Tennessee,20508,119538.44,659,Retired,81535.61,Auto Loan,Completed,4,0
Tonya,Hale,9/15/1968,Female,754-97-9695,"24707 Gonzalez Rapid Apt. 680, Port Deannatown, DC 07205",New Mexico,59655,135164.97,714,Student,35708.3,Auto Loan,Running,1,0
Nicholas,Alvarez,2/29/1992,Female,040-48-6729,"601 Brooke Point, New Darlene, GA 54155",South Dakota,81689,56274.58,675,Self-employed,72684.37,Education Loan,Running,5,0
Tiffany,Savage,8/4/1962,Female,828-33-7497,"9877 Mason Drives Suite 261, West Katrina, OK 86575",Florida,94135,118288.73,406,Retired,98940.88,Auto Loan,Completed,5,1
Alyssa,Lopez,11/13/1962,Female,566-40-5841,"53888 Gomez Cliff Apt. 981, New Christopher, NY 94487",Connecticut,20118,58512.03,757,Unemployed,95686.72,Credit Card Loan,Running,5,1
Donna,Gonzales,12/9/1963,Female,536-20-9167,"581 Richardson Throughway, New Peterfurt, FL 15441",Maine,64355,107347.02,620,Student,46069.56,Credit Card Loan,Running,1,0
James,Bird,9/7/1997,Male,185-70-0016,"16977 King Estates Apt. 526, East Christinemouth, IA 75862",Montana,8863,93738.72,475,Student,79788.68,Credit Card Loan,Completed,1,1
Shawn,Morales,5/14/1960,Male,672-09-0190,"226 Linda Glen Suite 685, West Katherinehaven, IN 32305",Iowa,40237,168873.22,665,Self-employed,90133.69,Education Loan,Completed,1,0
Sarah,Henderson,7/17/1992,Female,433-62-7504,"76723 Olivia Islands, Lake Kristina, ND 76408",Maryland,7581,107007.97,769,Employed,49920.55,Credit Card Loan,Running,3,1
Richard,Gilmore,7/29/2000,Female,622-43-5499,"752 Timothy Inlet Suite 512, North Jenniferstad, OR 77668",Connecticut,38026,133094.31,635,Student,63241.39,Auto Loan,Running,5,0
Elizabeth,Ross,8/28/1996,Male,802-80-8286,"4943 Danielle Junctions Apt. 511, Sherriport, ME 71589",Oregon,32047,68619.23,765,Student,48905.74,Personal Loan,Running,4,1
